transcript_id,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
AT3G06780.1,792,905,973,1051,1456,1095,899,989,744,1245,1695,1472
AT2G09925.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05187.1,5,76,0,48,10,8,8,0,0,8,110,109
AT5G18085.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15390.2,29,29,40,0,19,50,30,30,14,26,48,58
AT3G53530.2,47,89,113,52,0,83,11,84,75,114,65,66
AT4G27290.2,28,13,4,19,9,8,35,16,12,12,44,27
AT4G27290.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G53530.1,521,419,618,567,507,415,625,369,461,421,545,527
AT5G41530.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09910.3,0,21,0,9,0,0,0,0,0,0,0,0
AT3G11040.1,89,4,0,57,0,0,0,31,61,63,40,75
AT3G09910.1,44,45,27,58,110,1,27,42,14,12,76,37
AT3G11040.3,0,0,0,0,4,0,0,0,0,1,0,0
AT3G06790.1,10,9,25,0,0,0,0,17,0,0,0,0
AT3G06790.2,978,1176,1312,1064,1138,1105,1010,1026,852,1248,1654,1677
AT3G09910.4,3,0,0,5,7,40,6,3,2,2,3,2
AT3G24600.1,0,7,7,0,0,0,0,0,0,0,0,6
AT5G06635.1,1,0,0,2,0,5,0,0,0,0,0,0
AT5G18510.1,0,0,0,0,0,3,0,0,4,0,0,0
AT5G57450.2,33,16,29,25,34,13,22,50,16,23,30,15
AT3G06205.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G02110.1,1794,2100,2015,1925,1497,1601,1683,1814,1511,1841,2374,2382
AT2G35650.2,0,0,27,4,8,0,0,0,0,3,0,0
AT2G35650.3,439,0,9,110,30,153,64,313,154,205,625,152
AT5G18500.6,9,41,32,9,5,5,16,33,4,11,6,14
AT2G35650.1,263,752,791,743,507,677,712,350,488,832,578,711
AT5G32017.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18770.2,9,71,16,5,31,69,100,6,13,24,25,23
AT2G35650.4,49,80,2,17,36,3,11,34,8,20,49,79
AT4G02320.1,10,9,9,0,18,9,10,6,8,7,6,7
AT5G48050.1,24,30,16,20,13,32,33,22,8,30,21,15
AT4G39920.1,363,358,445,341,287,371,438,320,223,459,445,404
AT3G15590.2,230,137,179,39,71,79,277,50,223,326,326,431
AT2G09510.1,3,3,1,11,0,16,4,2,4,7,0,11
AT1G59675.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19030.3,0,0,0,0,0,0,0,0,0,0,0,0
AT1G52565.1,325,322,524,546,541,500,509,349,379,573,758,606
AT3G03773.3,3,16,0,5,9,0,0,7,0,0,0,0
AT3G03773.1,327,278,307,268,290,264,270,281,185,318,360,372
AT2G04810.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G07090.2,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27100.1,152,118,177,105,63,121,126,90,119,129,123,167
AT5G38860.1,242,213,253,231,213,207,229,177,191,250,279,219
AT3G08610.1,4636,5077,6264,4903,5862,4502,4571,4518,3704,5289,7225,6505
AT5G38860.2,0,0,0,0,11,39,0,50,13,16,44,39
AT3G62530.1,15131,14452,16402,12963,6288,14594,15742,15006,11674,16102,18371,15146
AT5G60570.3,1754,1828,2166,1835,2207,1853,1767,1881,1333,2152,2612,2383
AT5G09170.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G60570.1,255,430,670,483,378,142,648,110,470,302,386,509
AT5G41860.1,42,31,78,68,69,75,33,100,7,52,101,37
AT3G49925.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G00870.1,18,48,38,31,38,19,14,15,27,31,41,34
AT2G25170.4,2960,4185,3875,3219,3310,2271,2401,2029,2376,3017,5013,4101
AT2G25170.2,1,23,8,0,31,0,2,163,1,47,21,14
AT2G25170.3,255,34,105,387,44,960,458,350,256,501,29,21
AT2G25170.1,1828,1295,1933,1213,1209,1469,2245,2255,1328,2108,1400,2227
AT4G32760.1,1055,1388,1216,1110,555,1092,1212,1649,748,1085,1698,1551
AT3G50260.1,4,4,24,15,6,25,14,40,18,48,35,26
AT4G32760.2,1822,1776,2304,2111,1154,2317,1965,1667,1517,1958,2307,1906
AT3G16190.1,749,990,1002,971,580,802,992,908,749,1052,1410,1052
AT3G15548.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G32200.2,382,0,0,0,0,0,0,0,0,0,0,0
AT1G79750.1,12358,13736,14813,11580,7623,11290,12500,12516,9789,13221,15232,13974
AT4G32200.1,0,461,456,496,306,410,377,335,285,462,576,535
AT1G05343.1,4,1,1,1,2,2,1,1,1,1,1,3
AT5G02130.1,316,330,412,238,278,348,351,348,272,468,518,485
AT4G33640.1,454,485,666,540,294,628,529,589,465,579,926,591
AT3G62090.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G33640.2,491,551,613,506,324,460,575,524,384,499,579,534
AT5G43120.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G62090.3,0,0,0,0,0,0,0,0,0,0,5,0
AT5G43120.1,7,4,0,6,3,0,16,16,13,8,3,14
AT5G02710.1,1026,1417,1425,973,1764,1172,1298,1271,980,1333,1588,1771
AT1G67810.1,22,99,79,87,90,117,61,110,76,168,156,197
AT3G62090.4,0,0,0,0,0,0,0,0,0,0,0,0
AT3G07955.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G34510.2,1364,1686,1600,765,560,609,1543,899,773,2007,2751,2028
AT5G26731.1,13,78,30,40,33,48,51,58,44,81,46,104
AT2G34510.1,1336,1166,1566,1745,1611,1608,1184,2223,1478,1266,1071,1789
AT1G09797.1,7,12,7,11,4,9,15,8,0,12,7,12
AT5G55060.1,367,600,264,518,526,395,333,555,389,568,679,516
AT5G55060.2,242,94,358,162,189,243,359,130,201,553,538,417
AT2G42485.1,256,248,365,249,89,241,351,211,196,186,318,239
AT5G55060.3,95,127,164,93,83,174,107,197,0,0,3,247
AT2G16190.2,0,0,0,0,0,0,0,0,0,0,0,0
AT2G16190.1,0,0,0,0,0,0,0,4,0,8,4,0
AT3G04775.1,1,2,8,2,3,6,6,2,7,0,4,0
AT4G31050.1,183,173,244,220,180,171,224,312,139,296,356,283
AT3G21220.2,1111,1322,1202,200,855,1090,1071,1080,841,1320,1428,1471
AT3G21220.1,27,30,6,843,0,0,9,0,0,0,17,0
AT5G20490.1,29,28,136,114,30,104,235,62,35,93,25,28
AT5G14930.2,438,403,575,507,404,521,396,455,361,669,804,720
AT1G51020.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20490.3,29,28,177,146,32,134,299,171,39,116,30,28
AT1G05040.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G47310.1,545,628,700,701,544,588,605,657,547,716,823,835
AT5G20490.2,8648,9888,10516,8126,4303,9042,8630,7725,6611,8457,10455,8790
AT5G13520.1,968,1039,1188,828,711,760,1017,912,700,900,923,1091
AT2G02240.1,8,29,20,24,26,14,36,32,21,28,35,38
AT1G13825.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G07655.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07405.1,0,0,0,2,0,0,0,0,0,0,0,0
AT4G18360.4,0,28,17,0,35,0,0,0,0,0,19,22
AT1G28660.2,0,0,0,0,4,33,39,6,0,0,0,0
AT5G13530.1,1287,1494,2155,2036,2023,1372,1627,2016,1382,1438,1978,2353
AT5G13530.2,800,1383,683,340,788,1069,732,395,453,1315,1494,875
AT5G62360.1,40,39,32,65,45,37,78,60,42,39,81,22
AT1G07901.1,12,16,28,35,9,29,23,31,25,34,14,24
AT3G08155.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G18360.1,0,0,0,0,0,0,0,0,0,34,0,0
AT4G33230.1,4,0,0,0,0,0,0,0,0,0,0,0
AT4G02120.4,170,123,172,116,13,252,131,119,87,325,105,134
AT1G62920.1,47,82,85,59,30,70,91,67,68,91,45,42
AT4G23860.3,652,747,733,486,1512,277,596,430,500,459,790,1183
AT4G23860.4,61,18,20,52,15,40,12,115,65,63,32,48
AT4G02120.5,40,0,55,115,46,340,0,102,64,94,121,68
AT3G54080.1,1451,1482,1537,1308,1288,1279,1384,1466,950,1309,1610,1627
AT1G23540.2,0,0,0,0,0,0,0,0,4,0,0,0
AT1G47800.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23540.1,7,15,0,15,9,44,0,12,0,0,17,15
AT5G09305.1,0,0,0,0,0,0,0,0,0,3,0,0
AT5G04780.1,97,98,112,135,161,122,155,143,106,158,275,201
AT5G18610.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G47800.1,98,2,0,0,0,57,143,149,27,115,121,58
AT5G18610.2,888,880,1159,1071,918,997,1089,981,857,1108,1342,1088
AT4G38405.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G02880.2,384,482,601,255,398,363,331,470,318,407,594,597
AT4G02880.1,363,505,442,670,498,513,572,391,372,660,583,638
AT3G29830.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G19920.1,9128,10384,11407,8304,8517,8369,9105,8303,6238,7402,9103,8951
AT1G78620.2,43,14,7,0,0,8,0,31,0,0,13,0
AT1G78620.1,2025,1978,2339,1831,1006,1961,1844,2030,1601,2026,2525,2311
AT3G06550.1,715,1290,2083,1640,462,2589,1508,1852,1556,1914,1008,136
AT3G28870.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48570.1,2058,2036,2295,1719,1941,1589,1885,2100,1612,1867,2681,2288
AT5G17040.2,62,56,56,63,42,20,65,40,45,28,81,49
AT4G02120.3,96,154,126,106,421,236,119,17,240,338,481,343
AT5G04790.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G49470.7,184,138,248,174,0,97,47,0,86,376,304,182
AT5G27220.3,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27220.2,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27220.1,7,16,28,45,15,37,16,34,9,59,49,68
AT4G09035.1,0,0,0,0,0,0,0,0,0,0,0,2
AT5G11210.11,0,0,0,0,0,0,0,0,0,0,0,0
AT5G11210.10,0,0,0,0,0,0,0,0,0,0,0,0
AT5G58750.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G18486.1,0,1,0,0,0,0,0,1,0,0,0,0
AT5G50300.2,0,5,0,0,0,9,4,0,5,0,4,7
AT5G04205.1,34,36,35,14,11,10,24,6,9,36,16,8
AT5G50300.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18320.1,194,179,224,177,93,217,203,205,170,174,213,258
AT2G31035.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G58750.2,0,0,0,0,0,0,0,0,0,0,0,0
AT1G02340.1,222,312,243,553,328,538,346,376,295,509,674,461
AT1G43730.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G02340.2,27,15,53,10,5,7,10,12,9,8,45,36
AT3G63130.1,2001,2138,2427,1736,1323,1320,1593,1981,1468,1751,2123,2160
AT4G38520.1,3509,3732,4700,3729,3109,3557,3821,3719,2858,3365,4455,4035
AT3G63130.2,428,405,218,202,408,543,510,169,302,243,422,386
AT2G16005.1,0,0,0,0,0,0,0,0,0,0,0,3
AT1G63480.7,0,66,0,0,0,22,0,0,20,0,0,0
AT1G63480.6,36,17,50,10,1,4,76,32,1,113,113,26
AT1G63480.5,18,4,29,37,101,23,39,53,0,0,69,142
AT1G63480.4,10,40,5,5,7,5,3,5,0,0,13,4
AT1G63480.3,23,3,5,26,0,18,24,18,18,43,58,4
AT1G63480.2,30,3,6,5,82,6,83,4,0,40,16,4
AT1G63480.1,229,214,276,187,0,171,128,267,153,65,177,158
AT2G30680.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11210.1,647,701,812,649,538,614,748,639,444,558,727,709
AT1G69680.1,395,337,377,254,209,269,325,340,258,298,454,378
AT4G04340.2,90,493,69,272,331,797,89,227,47,598,305,68
AT1G43720.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G13350.1,1308,1739,1691,1235,937,1528,1677,1439,628,1315,2033,1523
AT2G32487.4,13,17,32,3,13,0,30,22,12,0,4,6
AT4G13350.2,1980,1568,2657,1599,662,1684,1644,1556,1825,1874,1543,1299
AT2G32487.1,0,0,18,0,0,0,0,0,0,0,4,0
AT2G32487.3,62,84,59,44,8,64,115,31,54,65,46,90
AT2G32487.2,18,16,4,16,11,25,17,19,19,29,56,27
AT5G60460.1,296,307,397,366,304,351,245,356,274,414,350,332
AT2G44940.1,443,467,536,413,284,350,419,388,272,156,247,242
AT5G52655.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G10190.3,26,100,13,15,26,57,52,21,43,12,58,74
AT3G19270.2,78,0,93,95,24,36,47,102,61,30,93,142
AT3G19270.1,0,75,6,4,0,15,19,0,12,22,6,9
AT1G22600.1,56,13,24,39,18,39,32,38,37,22,27,24
AT2G41830.1,563,644,650,485,299,526,511,413,355,456,630,483
AT2G20210.1,327,333,402,410,270,280,306,360,192,249,553,507
AT2G20210.2,0,0,0,0,0,0,0,6,34,92,104,0
AT2G41830.2,12,7,11,31,0,47,35,56,35,38,26,51
AT2G28310.1,1046,1232,1544,1179,672,897,998,967,794,1070,1177,995
AT5G53486.4,57,94,41,48,0,48,84,59,25,42,77,41
AT2G28310.3,3,3,3,4,3,5,83,3,51,50,63,107
AT2G28310.2,106,162,132,4,106,135,92,136,0,55,358,193
AT3G23120.1,98,219,168,91,47,157,98,170,149,201,176,145
AT1G79560.3,25,36,41,35,36,41,29,31,38,33,27,18
AT1G79560.2,23,104,70,24,30,22,30,47,34,36,23,42
AT1G79560.1,5864,6408,7243,5904,6160,5129,6381,6104,4886,6660,9070,8308
AT3G51500.1,417,517,517,522,409,432,548,478,334,550,584,658
AT5G53486.2,120,90,61,24,19,37,41,70,49,32,4,61
AT2G02950.1,1087,1133,1155,1227,663,1416,1230,1343,894,1253,1686,1315
AT4G28180.1,197,232,224,161,111,179,240,251,149,161,164,145
AT5G53486.3,13,24,9,8,32,23,15,15,22,11,5,41
AT1G29510.1,719,954,883,592,695,772,745,569,497,716,693,606
AT5G53486.1,468,545,748,225,317,288,444,551,315,449,416,509
AT2G36150.1,0,0,0,2,0,0,0,1,0,0,0,1
AT5G55600.1,1394,1768,1868,1321,1502,1565,1486,1736,1167,1794,2465,1926
AT2G28900.1,1592,1703,1913,1554,1355,1358,1572,1623,1175,1536,2232,1811
AT3G54000.3,0,8,22,3,0,19,32,35,1,14,10,8
AT3G54000.2,55,0,0,80,75,0,0,20,11,0,0,30
AT3G54000.1,29,154,100,38,126,53,128,68,58,126,107,200
AT1G64420.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07805.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G61040.1,900,834,1271,959,634,854,1182,912,689,1113,1430,1008
AT1G61040.3,256,300,264,231,234,247,0,224,301,309,195,359
AT1G61040.2,3,252,21,3,201,201,177,10,20,16,8,55
AT4G02800.1,700,752,769,452,423,360,644,552,487,475,474,603
AT1G16400.1,531,639,707,637,663,544,650,535,520,768,1052,1132
AT5G05460.1,111,136,121,134,59,114,94,220,128,227,218,194
AT5G66640.1,0,0,0,9,0,0,0,0,0,0,0,42
AT5G16770.3,15,0,2,0,0,0,0,0,0,3,26,0
AT2G36190.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16770.2,0,0,2,0,0,0,0,0,0,0,0,0
ATCG00100.1,11,14,13,10,7,13,19,9,8,12,11,10
AT5G66640.7,59,0,11,17,0,49,0,0,0,42,63,13
AT5G48175.1,4,0,7,4,8,9,7,8,0,0,15,0
AT5G06775.1,4,4,0,0,0,0,0,0,0,0,0,0
AT5G55600.3,0,0,0,25,24,0,0,0,48,0,0,30
AT1G03010.2,0,0,0,56,32,0,0,0,0,26,0,0
AT1G03010.3,0,0,0,0,0,0,0,0,0,23,29,0
AT1G03010.1,54,64,66,0,0,36,27,31,11,0,0,45
AT4G30380.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G39740.1,311,304,465,312,245,281,329,352,218,268,344,329
AT1G47390.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14965.1,653,824,806,673,693,640,747,726,567,882,1034,910
AT3G48208.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04997.1,0,0,0,0,0,0,4,0,0,6,0,0
AT1G61255.1,14,12,25,20,10,4,24,17,7,7,8,7
AT5G28470.2,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23660.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G42930.1,0,0,0,0,0,0,9,0,0,0,8,7
AT3G13760.1,0,0,10,0,0,8,19,12,0,3,1,6
AT3G46860.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G43750.1,5630,6522,7227,5776,5006,6301,6338,5643,4591,5873,7211,6394
AT1G09867.1,13,11,14,11,7,7,14,21,8,15,19,3
AT3G49160.2,34,31,34,284,136,226,128,25,0,19,289,40
AT1G66840.1,1553,2169,2018,1656,1194,1785,1811,1549,1295,1563,2506,1541
AT1G66840.2,1226,1381,1746,1156,1685,1141,1010,965,637,917,1073,1342
AT3G49160.1,539,808,681,252,490,672,724,418,666,917,870,813
AT2G40400.3,27,110,81,20,5,166,92,151,29,13,11,32
AT2G40400.2,2319,1709,2815,1105,666,1246,1154,2405,1855,434,675,911
AT2G40400.1,6413,7717,7657,6540,6390,6584,6937,5748,4202,6282,7929,6549
AT3G53330.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G20930.1,346,416,614,314,268,294,483,402,356,305,364,476
AT1G07750.1,920,1229,1234,1175,1103,996,937,878,819,924,1319,1117
AT1G58602.1,180,411,289,575,218,434,538,356,219,519,444,429
AT1G58602.2,8607,9712,10349,8402,6449,8636,7339,8430,6241,10114,12744,11306
AT3G04335.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G37460.1,900,1312,1194,883,1045,983,1007,976,749,872,1009,985
AT2G24800.1,0,4,6,0,0,0,0,6,4,0,16,0
AT4G15200.4,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24800.2,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60430.4,13,5,20,12,14,1,13,6,5,15,2,5
AT5G28310.1,15,9,22,17,13,16,14,22,12,18,32,27
AT1G67570.2,37,0,32,0,0,23,0,0,0,0,21,0
AT1G67570.1,103,188,183,142,117,132,231,209,126,133,156,144
AT1G09290.1,532,570,546,416,250,451,630,615,434,512,807,622
AT1G12000.1,5352,6018,6506,4823,7171,4305,5172,5123,3711,5257,6605,6445
AT3G56450.1,144,188,237,162,134,179,229,189,126,190,292,214
AT3G63340.10,24,13,206,13,32,2,17,81,0,15,0,312
AT1G13930.1,8932,9694,10570,9508,6520,10035,8360,7650,6078,7822,10310,8890
AT1G13930.2,0,0,0,0,0,0,0,0,0,0,0,0
AT1G13930.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G45660.1,0,0,0,0,0,0,0,0,4,0,0,0
AT5G15790.3,63,117,30,42,21,124,62,37,52,56,54,64
AT3G45660.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G45660.2,11,4,12,18,0,11,6,0,0,8,13,9
AT5G04550.2,84,342,142,185,27,193,167,200,308,208,403,378
AT2G09615.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G04550.1,4590,4451,4983,4741,3497,4972,4334,4458,3420,5638,6347,5835
AT5G66870.1,0,10,3,0,0,5,4,8,9,0,0,0
AT2G23985.13,2,5,4,2,1,3,1,2,2,1,4,2
AT1G63880.2,586,584,0,744,633,707,762,675,618,762,982,1489
AT1G63880.1,938,1040,1596,1234,1006,1280,1030,1051,985,1949,2145,1600
AT1G14642.1,1,18,5,4,7,2,6,7,8,11,13,21
AT2G23985.10,30,8,43,41,32,39,16,57,7,35,25,46
AT4G13720.2,239,102,258,52,78,100,119,127,148,204,174,279
AT1G17220.1,34392,40019,41881,35114,35914,34371,34846,33982,26576,37126,45184,40401
AT5G54940.1,78,35,88,54,28,74,90,53,48,109,80,84
AT5G54940.2,4478,3743,4979,4908,1162,6127,4657,4762,3681,6771,6674,5443
AT5G54940.3,720,852,842,895,358,684,820,769,530,1007,1410,991
AT5G23700.3,0,0,0,0,0,0,0,0,0,2,0,0
AT1G19530.2,0,0,0,0,0,0,0,0,0,0,0,0
AT1G19530.1,12,0,4,0,0,0,4,4,0,0,0,0
AT5G05545.1,0,0,0,0,0,0,3,0,0,0,2,4
AT1G61990.2,0,101,18,0,55,28,33,0,28,0,38,26
AT1G61990.1,1148,1233,1376,974,1009,839,1084,907,768,1133,1175,1350
AT2G43137.1,4,6,1,3,0,4,4,1,2,2,0,2
AT1G62080.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G22520.2,0,0,0,1,0,3,3,2,0,0,4,0
AT1G22520.1,822,1015,1089,860,989,947,947,864,632,953,1047,956
AT2G38820.2,837,914,909,868,1006,1056,761,988,916,1128,1417,1243
AT1G70130.1,17,0,0,7,6,0,0,0,3,7,0,4
AT2G38820.1,172,94,210,156,55,164,226,121,92,78,66,63
AT5G49780.1,0,42,0,0,0,0,0,0,0,0,0,0
AT5G49780.2,0,0,21,7,22,15,24,37,8,11,12,16
AT5G49780.3,33,0,0,0,0,13,0,7,0,0,28,0
AT5G17210.1,146,135,175,96,84,104,130,149,146,155,185,120
AT5G02830.1,6306,6889,7739,5306,3836,5720,5887,5698,4114,5337,6134,5507
AT5G17210.2,0,0,0,0,6,0,0,0,7,7,0,0
AT5G09815.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10300.1,1,1,1,1,1,10,6,15,1,6,1,1
AT3G10300.2,8,10,32,12,4,13,16,32,1,23,13,7
AT3G10300.3,347,221,283,227,249,260,308,266,195,334,443,327
AT3G10300.4,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10300.5,0,0,0,0,0,0,0,13,0,0,0,0
AT3G10300.6,7,5,4,7,1,62,4,14,1,7,13,1
AT5G43320.3,35,56,22,32,3,44,44,20,81,78,32,24
AT4G00380.2,0,0,0,0,0,0,0,83,122,31,52,0
AT4G00380.3,95,90,49,92,17,30,87,28,10,82,91,52
AT4G00380.1,153,221,317,190,283,208,208,183,115,198,173,345
AT5G65683.1,2320,2441,2625,2180,1798,2448,2358,1875,1524,2167,2248,1805
AT5G56510.5,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08950.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71070.1,1186,1282,1676,1291,716,1214,1332,1232,911,1253,1535,1166
AT2G04410.1,1987,1959,2477,2144,2733,2038,1984,2093,1589,2603,3326,2225
AT5G37400.2,4,151,3,85,4,3,7,125,7,120,4,6
AT4G04690.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G37400.1,141,47,196,34,147,95,181,39,136,38,177,214
AT5G49310.1,0,0,8,0,0,0,0,6,4,0,0,0
AT3G26850.1,482,537,536,361,376,377,472,412,295,396,436,435
AT4G05225.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G26850.2,0,1,0,0,0,0,0,0,0,0,0,0
AT2G09755.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04305.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G02935.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G38980.1,6993,7102,8524,7135,3028,8002,6889,6642,5143,7142,8321,6427
AT1G80080.1,1198,1475,1273,733,707,756,1238,1092,832,766,709,883
AT1G12080.2,669,785,1064,973,508,883,785,676,661,906,995,689
AT1G12080.1,259,19,12,9,7,18,0,10,8,30,8,7
AT1G05120.1,0,54,263,49,0,237,66,390,190,555,13,195
AT1G05120.2,869,863,846,790,661,587,754,453,437,404,1233,888
AT1G02813.1,0,3,0,0,0,0,0,0,0,0,0,0
AT3G05745.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72340.2,26,58,395,0,0,3,253,71,7,439,87,34
AT1G72340.3,30,2,42,30,56,29,21,35,39,82,79,61
AT1G72340.1,654,688,342,583,565,524,341,519,473,297,673,738
AT2G34110.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G47920.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15260.1,563,465,633,756,961,600,620,649,565,1277,1613,1610
AT1G77710.1,1992,2172,2386,2075,2159,2088,2327,1988,1440,2274,2999,2666
AT4G31750.2,11,0,0,0,0,0,18,0,0,0,0,0
AT1G26630.2,2138,951,1169,2320,40,1547,2046,1517,1454,948,444,1270
AT1G26630.1,27838,28328,31889,23853,12735,26178,27701,27658,21690,29228,33929,29631
AT5G61980.1,217,176,221,135,85,153,145,141,65,111,161,111
AT5G61410.2,17729,7351,33733,6551,4351,7188,24177,23392,20856,27025,8947,32280
AT3G12960.1,0,0,0,0,0,0,5,0,0,0,0,10
AT5G61410.1,27031,44418,21754,38767,26120,40037,24292,20397,14346,21622,50964,21411
AT5G05800.4,4,5,14,8,0,11,18,8,4,17,0,3
AT2G39410.1,4,0,6,4,0,2,12,0,3,0,4,7
AT2G39410.2,0,0,0,0,0,0,0,0,0,0,0,0
AT2G33610.1,952,1108,1185,1044,922,972,959,1063,852,1152,1520,1283
AT4G15270.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20690.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G30160.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G61795.1,271,259,268,177,34,221,311,245,121,250,194,225
AT5G08420.1,3358,3633,3823,3200,2529,3355,3753,3404,2996,3797,4416,4228
AT3G30525.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G44860.2,28,92,0,0,5,0,57,0,27,211,0,0
AT3G54160.1,55,45,50,51,36,49,61,44,18,45,69,40
AT5G15760.1,445,509,456,520,397,549,411,484,372,465,754,582
AT5G44860.1,812,942,1064,812,525,739,781,750,586,681,1053,927
AT1G22275.2,34,50,63,27,73,0,80,51,27,76,86,34
AT1G22275.3,0,0,0,0,0,0,0,0,3,0,3,70
AT1G22275.1,29,15,0,54,4,77,6,26,25,7,16,0
AT5G22060.1,4943,5693,6602,5388,3911,5023,5075,4923,3726,5537,6940,6100
AT1G68185.2,27,32,42,53,24,100,47,22,35,23,47,16
AT1G32450.1,944,1181,1263,752,857,811,1013,783,779,979,1383,982
AT4G27960.1,2887,2743,3601,2876,1059,3049,3135,2759,2634,3287,3748,3076
AT4G27960.2,943,1388,1115,1011,479,1165,1141,1136,542,1037,1322,1177
AT1G04020.1,841,690,817,503,402,525,634,704,516,648,573,684
AT3G53740.3,219,262,315,224,522,217,208,308,160,528,447,325
AT1G34820.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G33680.1,7746,8724,9151,6944,5508,6907,7806,7144,6037,7471,9336,8948
AT5G39240.1,11,20,14,17,11,7,4,20,0,18,23,20
AT5G06335.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G56510.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G42130.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G08330.1,2637,2846,2979,2633,1607,2554,2844,2913,2078,3280,3748,3307
AT3G06755.1,2,10,1,7,2,6,9,12,7,10,11,7
AT1G09155.1,34,0,0,5,0,0,12,4,9,4,13,11
AT3G17650.1,3139,1260,3933,3409,1333,3600,3646,2970,2521,4234,4771,3174
AT5G47660.1,565,679,626,599,463,490,592,558,486,462,625,673
AT5G49390.2,6,4,5,3,0,5,5,3,2,2,1,5
AT5G49390.1,231,318,249,284,218,214,327,343,197,296,322,287
AT4G21020.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27610.2,0,0,0,7,0,0,0,0,0,0,0,0
AT1G27610.3,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27610.1,0,0,0,0,0,0,0,0,0,0,0,3
